period,handle,is_team,prize_money,total_reports,high_all,high_solo,med_all,med_solo,gas_all
ALL TIME,ckksec,False,7.97,2,0,0,1,0,0
ALL TIME,solgryn,False,5.77,4,0,0,0,0,4
ALL TIME,bbananasboys,True,5.34,1,0,0,1,0,0
ALL TIME,satoshipotato,False,5.6,1,1,0,0,0,0
ALL TIME,BradMoon,False,4.96,1,0,0,1,0,0
ALL TIME,lotux,False,4.04,1,0,0,1,0,0
ALL TIME,0xPanda,False,3.13,1,0,0,1,0,0
ALL TIME,nadin,False,1.97,1,0,0,1,0,0
ALL TIME,phaze,False,1.3,2,1,0,1,0,0
ALL TIME,bctester,False,0.97,1,0,0,1,0,0
ALL TIME,JGcarv,False,0.74,1,0,0,1,0,0
ALL TIME,Wawrdog,False,0.38,1,0,0,1,0,0
ALL TIME,cuteboiz,False,0.38,1,0,0,1,0,0
ALL TIME,SEVEN,False,0.16,1,1,0,0,0,0
ALL TIME,i0001,False,0.15,1,0,0,1,0,0
ALL TIME,louhk,False,0.0,1,0,0,0,0,0
ALL TIME,lyncurion,False,0.0,2,0,0,0,0,1
ALL TIME,0xzh,False,0.0,2,0,0,0,0,1
ALL TIME,alexxander,False,0.0,1,0,0,1,0,0
ALL TIME,navinavu,False,0.0,1,0,0,1,0,0
ALL TIME,Kumpirmafyas,False,0.0,2,0,0,0,0,0
ALL TIME,0xMesaj,False,0.0,1,0,0,0,0,0
ALL TIME,ad3sh_,False,0.0,2,0,0,0,0,0
